Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
so does anybody know anything about the haunted house in Alpharetta that will give you 1000 dollars if you make it to the top floor? it's 13 stories,5,5,1,1,5.938,4.031000000000001
Am I the only one who thinks valentines day isn't that bad?,5,5,2,2,4.696,4.1626666666666665
"sooo tired, I love my bed",5,6,1,2,5.610666666666667,3.690666666666667
"Welcome to my rodeo, hold on to meee. Baby I will take it slow. How you ride is the key..you know we're gonna left, right, front back and ohhhh that just aint enough..I can take you everywhere, all around the world. I like how you do it. Just put it in reverse cowgirl. Just put your hands in the air, wave em round and go yeeeeeeee hawwwwww!",6,5,4,6,6.026370370370371,4.237925925925925
Going to watch Unstoppable...Harry Potter can wait but I want Harry Potter better :(,4,4,2,2,5.354666666666666,4.603555555555555
Another great ole night at taco bell,6,6,1,1,6.338,4.848
cs61a blows my mind every week.,5,5,1,1,5.640000000000001,3.476
When you hear the banjo music....that means run.,5,5,2,3,6.1504,5.0832
would like to thank all of you who wished me a happy birthday today!,7,6,5,5,7.593333333333334,5.0040000000000004
"There is no instance of a country having benifited from prolonged warfare.\ - Sun Tzu\""""",5,5,1,1,5.144,5.1312
i like it on the kitchen counter,5,5,1,1,5.954666666666667,3.84
Awww Mann...,5,4,1,3,1.0,1.0
YAY! Got in the classes I need!,6,7,5,5,5.816000000000001,5.596
"I was signed up for four classes and paid for them all on time, but for some reason when I go to My Class Schedule on hawknet, it says I only have two classes. Is this happening to anybody else?",4,5,3,1,5.9208888888888875,3.912000000000001
what would it take for things to be quiet? Quiet like the snow. xD,5,6,2,3,6.4799999999999995,3.3649999999999998
won 20 dollars from a 1 dollar lottery ticket and I plan to use it for food.,6,5,1,1,6.576,4.962666666666667
Thank you all for wishing me a happy birthday.,7,5,2,1,8.364,6.064
"the REAL lyrics of the chorus to DYNAMITE, i throw my skittles in the air sometimes saying he yo! taste the rainbow",5,5,4,1,5.997,4.6899999999999995
If the facts don't fit the theory,5,5,1,1,5.999999999999999,4.293333333333333
Makin garlic bread for dinner... Yummm :3 <-suchahippie<3->,7,6,2,4,6.181333333333334,3.7439999999999998
"Anyone who knows someone who has had cancer, should check this documentary out, very interesting. Its called The Beautiful Truth\. 		<URL>""""",5,5,1,1,6.293333333333334,5.265333333333333
Things are starting to look up... :),7,7,2,4,5.952,3.716
TIME IS ART,5,5,2,5,6.664,3.592
"I dont do drugs, I just take medication!!!",5,5,6,7,5.5600000000000005,5.548
Did you know... the bird is the word!!!!!,5,5,7,8,6.456,3.5946666666666665
boycott <PERSON> for she needs her sleep to get through her high fever.,4,5,2,1,4.9184,5.0927999999999995
We're back in Sydney!!! Soooo good to see our fam. Still plenty more people that we miss to see!!,6,7,6,7,6.314285714285715,4.155428571428572
"ugh, i dnt wanna go to class tonight!!!!!!!!",4,4,8,9,5.664,4.02
me sore everywhere T____T,4,4,1,3,1.752,6.2
I love Daniel with aaaaaaaaaaalllllllllllll of my heart :):):) Love<PERSON> xxxxx,8,8,5,5,8.538666666666668,5.101333333333334
"Thanks everyone for the birthday messages.  It means a lot, but a lot of money would mean even more.  So send me money.  I will accept cash, check, credit card (only Master Card), and gold.",6,5,3,1,6.537263157894738,4.686315789473683
wtf??? Wagner??? go home!!!!,4,4,6,8,6.456,3.8440000000000003
Wish i was still in Portugal It was animal Defo goin next year,5,5,2,1,5.890666666666666,4.672000000000001
The sweet asphyxiation and dismemberment. Sex puts me in the mood to make you die. Obsessive hands gently grab your neck. Look into sick eyes... I hate people,4,1,2,3,4.689411764705882,5.434823529411766
great birthday-great friends-i'm such a lucky girl---zoo today!,7,8,5,5,8.264,5.216
..................................................:P,5,6,1,5,1.0,1.0
happy birthday lolo nonito!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,7,6,7,9,8.876000000000001,7.316000000000001
the lady you order food from 525 is rude as fuck wat a bitch,3,2,4,1,5.0760000000000005,5.788
grr...I hate being sick!,4,3,6,5,1.9706666666666668,5.722666666666666
"Shout Out To Melpo !! Love The 4X0T308Look , You FULLY Rock =P Cyaaz In English !!",7,8,7,6,6.23,5.26
crna :),6,6,1,3,1.0,1.0
It's a sad day in Patriots land today. I Guess that's what I get for talking so much smack.,4,4,2,1,5.611428571428571,4.299428571428571
is it too early to be relaxing sipping on a long neck CORONA? *hick* : ),6,6,2,4,5.883,3.5980000000000003
i tried to do farm pals but i need to download adobe flash player and that wont work on my computor =(,4,4,2,3,5.577777777777779,4.977777777777778
2010 blink and you will miss it its flying along time machine anyone.....,5,5,1,3,6.085333333333334,4.477333333333332
2 days til I'm back in the US baby!,7,6,5,5,6.1,3.872
"The worst way to miss someone is 		when they are right beside you and yet you know you can never have them.\\""""",3,2,2,1,6.302666666666666,3.9693333333333336
Getting bored of facebook.............. x_______x,4,4,1,4,2.224,2.336
thank you to whoever it was that sent the roses from Malaysia...there was no name so im just saying a general thank you to everyone....pics will be up soon....xox,6,6,2,3,7.254666666666668,3.8506666666666667
fixin 2 go crazy blaaaaaaaaaa i just did bamaboyz 4 life,5,5,3,2,5.224,6.064
not feeling well... @_@,4,4,1,3,7.4479999999999995,3.6319999999999997
R.I.P.<PERSON>,4,5,1,1,1.0,1.0
i'm not dirty as yo think I am!,5,5,5,5,4.756,4.4719999999999995
Blank,5,5,1,1,5.248,2.832
This friday is my sons last set of chemo!Thank God!!,7,7,6,6,5.92,4.92
Unlimited Rage.,4,3,1,1,4.327999999999999,7.0440000000000005
"I don't know where it's all coming from-this barrage of fantastical thoughts-but I only have 10,000 more to go! Agh! *whispers* Seven days....",5,5,4,6,5.577142857142857,4.707428571428572
Had a really nice day :),7,8,1,3,7.596,3.844
thanks everyone,6,5,1,1,8.344,4.776
"In thirty seconds you'll be dead, and I'll blow this place up and be home in time for Corn Flakes.",4,5,1,1,5.351111111111112,3.709333333333333
Transfers this week....,5,5,1,3,5.08,2.848
I like Artest.,5,5,1,1,6.752000000000001,3.824
"If you need to check for a pulse, then you haven't killed them!!!",4,5,6,7,5.1066666666666665,5.101333333333333
"the wolves, they howl for my lost soul...",4,3,1,3,4.536,5.077333333333333
"What's on your mind?September is cancer month. In memory of every cancer patient, family member and friend that lost their battle with cancer and in honor of those who continue to conquer it! Put this up for 1 hour if you love someone who has or had cancer. Many won't copy and paste I did, will you?",5,6,3,5,5.366181818181818,5.000000000000001
"Recuperating after LASIK..  My day has been filled with naps, eye drops, and more naps! =D",6,7,4,5,6.0,3.136
Love is the capacity to take care,6,5,1,1,7.5520000000000005,4.674
Should I put better pics of myself up on fb or take off pics from my album...thoughts?,5,5,2,3,6.4559999999999995,4.332
You call can now call me.... The Weedman!!!!!,5,5,6,7,5.933333333333334,5.303999999999999
"Aglow from all the possibilities ahead of me. Now, how to make them happen...hmmm...",5,7,1,3,6.698,5.24
life is beautiful,7,9,1,1,8.172,5.916
"Imvu(many things to do ,) ) <URL>",5,6,1,3,5.756,4.192
"Well, I am FINALLY back from my mission, and... well, .... like most returned missionaries, I am wondering what has happened to all my friends and aquantances.  Absolutely EVERYONE is on facebook (in fact, I think it is taking over the world), and so I figured I could join in and find everyone.",5,5,3,3,6.6224,4.5608
"is extremely excited, I fly out Dec. 7 at noon.",6,5,1,1,6.668,6.752
finding a job. and gettin back on ma feet,6,5,2,1,5.8759999999999994,4.2059999999999995
...went driving today....almost died ! ps. jess is shaving my legs as we speak :),5,6,4,5,5.1136,4.6864
"3 Feb 2010,Today I a bit sick.<PERSON>ask me to go to general office,sickbay to rest.After 1 hour,I return to his lesson.",5,5,2,1,5.213090909090909,4.256727272727273
When did adults forget how to talk to when another? Now they just talk to each others lawyers??!!,4,3,5,6,6.274666666666667,3.8640000000000003
is tired of homework...spring break feels about as real as santa clause. (and no there is no such person),4,3,2,3,5.548,3.932
just got my braces put on,5,5,1,1,5.08,3.94
Who is looking forward to the big Arthur's Day tomorrow?,6,5,2,1,7.372,4.292
Is very thankful that it is over!! Thanks to everyone that came to the wedding,7,6,5,5,8.365333333333332,5.314666666666667
"Started blogging, now let's try and keep it up!",6,5,5,5,6.272,4.388
Fuck the fire alarm. . . !,4,4,4,6,3.184,7.976
sleeps better on the cold nights...Algernon doesn't wake up as much...?,5,5,1,3,5.3919999999999995,5.032
Why won't this semester just end??,4,4,2,4,3.8760000000000003,3.7039999999999997
"Please copy and paste this to your status if you know someone, or have been affected by someone, who needs a smack upside the head. People who need a smack upside the head affect the lives of many. There is still no known cure for someone who deserves a smack upside the head, except a smack upside the head,... but we can raise awareness. Many won't copy and paste this. I did. Will you?",5,5,1,3,5.428521739130435,4.843478260869565
"octopus prediction  spain will win the cup\\""""",5,5,1,1,6.624,4.651199999999999
whatta day!! lost my blue slip and my tickler. huhu.. now my salary is endangered as well as my board exam. ....slowly losing my mind... and the week is just starting.,4,2,5,4,4.655333333333333,4.703999999999999
"olivia and I have never laughed so hard while reading Peter Piper. After her fourth of fifth attempt to get through the whole thing she said, Peter Piper picked a peck of pickled peckers.....\ she has no idea why that's funny""",6,5,4,2,5.7776000000000005,4.602133333333334
just woke up from a deep sleep. time to eat some cereal yo,5,5,2,1,6.0496,3.4912
"Men judge generally more by the eye than by the hand, for everyone can see and few can feel. Everyone sees what you appear to be, few really know what you are. -<PERSON>",5,5,1,1,6.146181818181819,4.008
Thank you everyone for the birthday wishes!  I had a great day!,7,7,5,5,8.208,5.2620000000000005
Do it in the woods!,5,5,4,5,6.056,4.268
Blah.  I think I have the andromeda strain.,4,4,1,2,5.621333333333333,5.125333333333333
"If You live to be a Hundred years, I want to live to be a Hundred minus one Day so that I never have to live without you. LOVE<PERSON>! :)",6,8,5,5,6.864615384615385,4.495384615384616
"God is not a man, so	he does not lie.	He is not human, so	he does not change	his mind.	Has he ever spoken and	failed to act?	Has he ever promised	and not carried it	through?",5,5,2,1,5.724444444444444,4.907555555555556
i'm soo bored :(,4,3,1,4,2.224,2.336
"I am going to be without the internet for an indefinite amount of time, I don't have a mobile either so if anyone needs to contact me please use smoke signals. ty",5,5,2,1,5.6088000000000005,4.1552
"Well, here is to all of my family and friends, I hope that this summer brings only the best, even if the road gets a little bumpy, hold on, time will heal all..",6,7,3,2,6.453090909090908,3.953454545454545
rabbit! tomorrow,5,6,5,5,6.908,3.8280000000000003
p.p.s not for the feint hearted,4,5,1,1,7.584,4.279999999999999
School is about to start!,5,5,5,5,6.796,4.412
Writing about an idea frees me of it - <PERSON>,5,5,1,1,6.776,5.052
you'd make your way in...i'd resist you just like this. YOU CAN'T TELL ME TO FEEL.,4,4,4,5,5.866666666666667,4.568
OH Sweet Victory. Beautiful win tonight 49ers.,7,7,2,2,7.816,5.922
is waiting for one more week to go by and be back in Murray.,5,5,1,1,4.878666666666666,3.528
a lot of people find themselves trapped in something that they've outgrown and are unhappy.. and they dont know how to get out of it because they think that they're supposed to make it happen..,6,2,2,3,5.439272727272728,4.720727272727272
On to the next one...,5,5,1,3,5.336,3.336
Skol Vikings,5,5,1,5,1.0,1.0
you just killing me inside,3,2,1,1,3.768,6.452
"really wants to see the movie year one\ - is okay too""",5,5,1,1,6.022,3.81
has been a subject to a lot of policy routing on the way home due to flooding caused by a heavy rain. Policy routing was implemented by cars with blinking blue lights standing 90 degrees to the direction of the road.,5,5,1,1,5.366933333333334,4.170133333333332
holy wind from hell Batman! where's the damn rain? the dirt is blowing in my eyes.,4,5,5,6,4.3709999999999996,4.856999999999999
"Carriere Woman Faces Federal Tax Charges<PERSON> Accused Of Preparing False Tax Return March 4, 2010 GULFPORT, Miss. <PERSON> County woman is facing federal charges for helping prepare a false tax return for two individuals.<PERSON>, of Carriere, pleaded not guilty Wednesday to one count of aiding and assisting in the preparation of a false 2005 tax return.",5,5,1,1,4.824888888888889,4.611259259259258
her brithday is tomarro and i can't even talk to her,4,3,3,1,7.664,3.7680000000000002
"Yay, we're heading to Sedona tonight ;)",6,7,4,3,5.98,4.468
"274267 Shinobi Shozoku\ set925678 \""Garb of the Great Merchant\"" set437626 \""Armament of Germania\"" set373624 \""Armament of Gaul\"" set\""""",5,5,1,1,5.155555555555555,5.4364444444444455
"A pessimist sees the difficulty in every opportunity, an optimist sees the oportunity in every difficulty",7,6,1,2,4.3536,6.1744
having a bonfire & roasting smores...then gonna play chubby bunny,6,5,2,2,6.1259999999999994,5.472
Relationships are like glass. Sometimes its better to lev them broken than try to hurt yourself putting it back together,4,4,1,1,4.7131428571428575,4.801142857142857
